,Unnamed: 0,time,iiwa_joint_1,iiwa_joint_2,iiwa_joint_3,iiwa_joint_4,iiwa_joint_5,iiwa_joint_6,iiwa_joint_7,link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
223,223,1639136574279552994,0.6449130918497691,0.4560640476971507,2.4153521853495463,-0.7233992019493973,0.3196545573091245,-1.912272491940752,-0.9521580505276076,"[-0.054353212381755334, 0.05053174754857771, 0.10338107862088596]","[-0.0014315682390205087, 0.029180735396433573, 0.41805737738376203]","[0.06163648295056391, -0.35612763682759985, 0.5212184497673057]","[0.17817190580262887, -0.10523682731511047, 0.736715125824757]","[-0.037182927317575123, -0.43853255840592337, 0.7101934762934241]","[-0.013808461429199288, -0.556910390005578, 0.6826012406619044]","[-0.09154199288185075, -0.40957703935149836, 0.8460790319325927]"
224,224,1639136574379580834,-2.7048447828936615,-1.5985573945872391,-1.5269246014756483,0.5439891401941144,1.2171835069139516,0.9107499058784329,-0.4849297663885936,"[-0.0868507870003478, 0.008409110802135532, 0.08645169934722516]","[0.01939705779254226, -0.10848516618057978, 0.38086890652196503]","[-0.10664470403213082, -0.011658664287024625, 0.47757684418298013]","[0.23383940336701978, -0.053979995013164, 0.8056671806432306]","[-0.005478097198329104, 0.17168038480103398, 0.913624249402191]","[-0.06300541532603927, 0.33191061184216203, 1.0724401771587024]","[-0.17073940604165044, 0.38125243594129254, 1.1299578712145608]"
225,225,1639136574479513621,-0.4369138596945787,0.9685790460925924,-2.6352532389084944,0.28640964633731425,-2.6897041375581243,-1.8210681519071308,0.7961994824630594,"[-0.10045458983469796, 0.03915123623676, 0.20792229171316656]","[-0.09825969799245059, 0.04691918826147572, 0.3602473619072284]","[0.2808275395991001, 0.1955521749483154, 0.2885720243311025]","[0.21616225610808487, 0.0494503333590169, 0.3857651661190002]","[0.4641265586593838, 0.12391697310610948, 0.16259870050026068]","[0.6326831506146157, 0.13303341972117325, 0.21587547918555777]","[0.955869184630474, 0.11372517771381017, 0.36885566691046173]"
226,226,1639136574579694861,-1.3948939811836198,0.726494252958914,1.3070476157311632,-1.9673587850203504,2.2947650147252183,0.6526110423718818,0.4205116109114204,"[-0.07395160552078692, -0.00539659919601741, 0.12768487750927002]","[0.18521680671708518, -0.044348603227618445, 0.16550065382967277]","[0.11831520396109152, -0.004338459226713595, 0.37197667507157295]","[0.05224995669698029, -0.20612567288528283, 0.6864020991297779]","[0.5164355742715616, -0.037962609109000234, 0.5442772899475475]","[0.7525417553244066, -0.15814036608419604, 0.7598568097438394]","[0.5903870008365456, -0.3513634925968791, 0.5782278525830664]"
227,227,1639136574679503329,-1.305876144489828,-0.23065681685123884,-0.5124051819187025,-0.0803395575272805,-2.205445026629225,0.7268383807065737,0.07527248723630198,"[0.046927700526708124, -0.05797430567888463, 0.06370771172132965]","[0.0061620511288546, -0.05533261825156847, 0.19941479036355172]","[-0.039365521583506764, -0.23865768005904214, 0.4706930671120433]","[-0.06257617775823292, -0.22843936589469102, 0.7891182110405481]","[0.1120672573605702, -0.1900907251651713, 0.4303159266934207]","[0.3825367154861021, -0.04273951792754559, 0.38853577210750473]","[0.4541644158197135, -0.09523145396143315, 0.4082815030033082]"
228,228,1639136574779485777,2.030914290120758,-1.9887786213995808,1.2055499442824664,0.2379383117773255,0.8468586140915719,1.3473210784197884,0.7063156351483952,"[-0.0341944316251514, 0.2147175021778961, 0.25036009426645267]","[-0.07812525194051567, 0.051044209595318885, 0.36135580869007206]","[0.08763824848135641, 0.06441515580689613, 0.7044161006270303]","[-0.09340312098556999, 0.05516057440132475, 0.7939052982786489]","[0.09308184285490778, 0.03481265878380212, 1.0030702750841511]","[0.0613305649879886, 0.23105226969973724, 1.0511786627169928]","[-0.061870437779474055, 0.27526644533107836, 1.2025727922592635]"
229,229,1639136574879517111,2.2279237798904457,0.6235347909668576,-0.5496765394228205,-0.1037270356676685,0.7539563900874984,0.6721136287588219,0.6477914618491027,"[0.12044622977986869, 0.053780014016293815, 0.1841696871714263]","[-0.07408976458578045, -0.13327613490116236, 0.28798909300131237]","[0.047387748189233095, -0.2677870349935446, 0.15889917670188963]","[0.04204059394383493, -0.48900738695267015, 0.08761546623355831]","[0.21396029602703592, -0.5339857621376294, -0.01906994145134966]","[0.314910911811662, -0.6169497469513594, 0.03360665281353696]","[0.34692755882245624, -0.5584499466013672, -0.10830318466184505]"
230,230,1639136574979545390,0.8894901591415931,0.8382086657295793,2.504024595567611,-0.9440291979225506,-0.07611624598840994,0.3072663556095412,-1.193839877407414,"[0.1748583363940036, -0.09946922237869206, 0.2209712230340984]","[-0.027356343417392844, -0.02696013058016113, 0.45317319645746845]","[-0.004115438678598579, 0.20428214980241133, 0.539704554297618]","[-0.30923470773919415, 0.2677410045240693, 0.876551644610922]","[-0.10409292579084731, 0.1995911704975842, 0.8621977994168651]","[-0.36123783000970205, 0.29617111932505846, 0.84822092873462]","[-0.47763163370473105, 0.42062275104806673, 0.8197363348289342]"
231,231,1639136575079573306,-0.0190635524897318,1.8053612352672617,0.23832572420201315,-0.2984562207446533,1.3377345819293676,-1.7625187098635033,0.8991325356354918,"[-0.08332815267417372, -0.1060597329167819, 0.2694521577983048]","[0.03446561539485966, 0.014094616118279793, 0.3959044682242491]","[0.07430400664874838, 0.28569146566149245, 0.44656567265653174]","[0.40994606261510785, 0.1461925417383081, 0.4363151479393784]","[0.03989488613830067, 0.5392635344042127, 0.7437063088168474]","[0.005843562149597295, 0.392669344489903, 0.9241899660371964]","[-0.06172379283095549, 0.23294808039114537, 1.292540318751106]"
232,232,1639136575179583958,-1.0350819854287925,-1.6164720826886938,-1.68394344507446,-0.23441857292089674,-2.444467268829003,1.674926324602497,1.1030468977638486,"[-0.048238599168034545, 0.14430331719508968, 0.18340066331055785]","[0.07303822198113534, -0.013394568077315969, 0.35486622795219197]","[0.22534971763114425, 0.02191842839131429, 0.2756090077446981]","[0.37852442684313686, -0.1622970592389734, 0.2094134885760056]","[0.6454491451359784, 0.05309695801280403, 0.13792788233660233]","[0.7269171217294206, -0.1450977583340356, 0.005349124440171146]","[0.836335387407265, 0.12171908228511831, -0.07737464634727964]"
233,233,1639136575279518354,0.7197564749834457,1.961358377364516,0.4779158869187268,-1.054735253675391,-1.617438952824763,-0.6232440278195899,2.0086252420377817,"[-0.04178930682335686, 0.00016037347161667072, 0.19325376133178987]","[0.09879884682437096, -0.04776325520662933, 0.31267273572231236]","[0.05553122118173834, 0.056140870981343904, 0.3304886965800915]","[-0.14617663768551925, 0.5376889540405578, 0.2749650473521489]","[-0.2041143182673949, 0.5381718636912783, 0.26449641467968354]","[-0.528917304107512, 0.5907132726843825, 0.32803261395366135]","[-0.4383842329939199, 0.6950032633813698, 0.24579629907615042]"
234,234,1639136575379543797,-0.2129661865652728,0.6341470809926477,-0.8360654646154688,-0.10277583777657864,0.2278254696395892,-0.2998689777133092,-1.0812709127525155,"[0.03736106792906347, 0.07358543323125016, 0.23874296021047442]","[-0.12682866902739462, 0.015090058918399617, 0.23102578034012075]","[0.012707634306211663, -0.0031545769813710878, 0.16378832332730475]","[0.2048256284886066, 0.3097814935242768, 0.027652355926570588]","[0.2790412673469236, 0.4496543680108636, 0.05642114578449928]","[0.20081719961607064, 0.4069822822642342, -0.2317167925267073]","[0.21639272819214087, 0.47803619655728685, -0.12682284800097246]"
235,235,1639136575479494593,-2.39646762042014,1.098593670766543,-1.1521599383929206,-0.43883425211764826,0.7507100099124862,-1.1379244682477303,-0.707935565763993,"[-0.07666475208960753, -0.09511167451934038, 0.273007973265761]","[0.043932126581447656, -0.1381553525341339, 0.41587963059151084]","[-0.08726584324501736, 0.07947456810015108, 0.5062881139102423]","[0.1397925277145294, -0.11779111189960237, 0.7723447188132551]","[0.3365380605023264, -0.04927831758689637, 0.5995176108397023]","[0.4018023534817705, -0.3595731347398723, 0.9389017267095335]","[0.5099262003246239, -0.20456522116990927, 1.0716185640096296]"
236,236,1639136575579540730,-0.3597633779703253,-0.07419313495093771,0.2587533015569217,1.0127347764180428,1.3631879910186115,-1.065276032441724,0.42094331600482304,"[0.04413760273449879, -0.028149820647322285, 0.4011563630195556]","[-0.03583567345095858, -0.024026910387842323, 0.5697782986440012]","[-0.32964591050489256, -0.09319320813532019, 0.4866521990175695]","[-0.2810811390740475, -0.10364574885387293, 0.5400630497748313]","[-0.27195672616029454, -0.4208978104067499, 0.5931102443974957]","[-0.5876682707805941, -0.35759203646150706, 0.7012274402703369]","[-0.5858936316130081, -0.4197108565155895, 0.5812537772170643]"
237,237,1639136575679547297,0.2872634208942655,-0.18508693790287034,-2.9204328829137367,-2.007889219408061,2.683190966553474,0.7043911883602959,-1.7164235501651162,"[0.11761899868284471, 0.022962542084498508, 0.01591376844602943]","[0.05354799410841276, 0.05696611169696905, 0.3734213497915987]","[-0.0347788277395816, 0.0651541200846083, 0.480740937628305]","[-0.04518977254487437, 0.044083702053141285, 0.8513576871951705]","[-0.09351850071387252, 0.02054545162218272, 0.741893707218985]","[-0.3500678832371209, -0.11423292206492625, 0.8131297810924485]","[-0.3125407675273034, -0.1841306354844123, 0.7759956400775713]"
238,238,1639136575779581216,-0.8347583580190219,-0.4057036949880748,0.22334439939726547,2.058424970065755,-2.3616577210930583,2.023123603901619,1.6753870686331216,"[0.11122209909902735, -0.06046344387442618, 0.2071442597951604]","[-0.1346310197334309, 0.08602312209338614, 0.2722009854830456]","[-0.0881885855129132, -0.09809051475374013, 0.3681599979296427]","[-0.15140561536422187, -0.06715124167128547, 0.660191184670778]","[-0.010961518198963238, 0.03041197404327889, 0.5511283487429657]","[-0.40860568212396925, -0.11768920933362428, 0.4746966326659356]","[-0.29993959312403573, -0.36185340842307046, 0.45895876398481794]"
239,239,1639136575879558712,0.7213576622904898,-1.1802358782619309,1.9585215363623119,-1.9066739852676355,1.5190807917944542,-0.4839857346963508,2.294286453247858,"[0.03986649721770491, -0.10008910768248012, 0.13266329699309692]","[0.03165414599839647, 0.10281647034305408, 0.34330562774184625]","[-0.18408705218239096, 0.14758904829667474, 0.5176817423655998]","[-0.1967678961091423, 0.21692204801297843, 0.6463221413639424]","[-0.2147402840602964, -0.02490010831560932, 0.6105734758317113]","[-0.08069413846321469, 0.32324320860714034, 0.512066236892223]","[-0.4134799199500627, 0.0896693483839724, 0.5524138595132421]"
240,240,1639136575979647022,-1.578952392136676,-0.5197561681222336,-0.3690543925274148,0.5330915101458764,-2.1751003198379757,0.35483954997538536,-1.1031995870133842,"[-0.013697051291778804, 0.19817912087790232, 0.36677167702252034]","[0.02700216447656591, -0.14903998368245305, 0.36119087173416764]","[-0.014753579177560372, -0.10988294097755082, 0.25310541860514124]","[0.006898696606424948, -0.2581152929191713, 0.48606941625732253]","[-0.4536635813798601, -0.14125965924134853, 0.3259715320353118]","[-0.39620711603464703, 0.02086892187014154, 0.2561218278824012]","[-0.6194387677513669, 0.207299249552703, 0.25184045236546077]"
241,241,1639136576079696476,-1.7500588812370834,1.7396523425890575,-0.1939300523678522,-1.5429970312580812,-0.5751761670384816,0.6739758138215075,0.7347460249246334,"[0.06895319507103057, 0.06719351407051131, 0.16797782631408512]","[0.02029576750052424, 0.06719222170110804, 0.344663110328759]","[0.025905388039018592, 0.26118151455664873, 0.495864952902278]","[0.008425425335896793, 0.1087864678071723, 0.6088665712551037]","[0.06198802163360414, 0.4346049742131638, 0.7077840057509153]","[0.1819365188585181, 0.4491013788423777, 0.972689435296344]","[-0.06248291256822536, 0.5486905168776925, 1.0017059647043498]"
242,242,1639136576179556340,0.4388553761652423,-0.8434876471062822,-1.8062754103489096,-0.053960501158361485,-0.43615389199798216,-1.848746074381504,1.7650803107221482,"[-0.051678560970877696, 0.045061240420249, 0.03760356682919577]","[0.00021498254409183377, 0.26112856991626704, 0.3291393535848336]","[-0.04767872701491373, -0.059383790163640954, 0.18111156049132493]","[-0.03324226858230514, -0.5475792686694021, 0.3901335952479946]","[-0.169243020675873, -0.4995355830146877, 0.001502933053118105]","[-0.15248725995228912, -0.2380184536430296, -0.13213523291329068]","[-0.29186525246848083, -0.3243915198622951, -0.1791691432854785]"
243,243,1639136576279507773,0.6877139618089076,1.4298013594544232,1.0052018533093134,-1.2748962918366602,2.882015116111027,0.2132415493592892,-2.326603210198147,"[-0.21368696322204128, 0.07408424475111472, 0.3296235630710487]","[0.061116931839168435, 0.04975852295791022, 0.16382368312210738]","[-0.16283899442621788, -0.09561123249307282, 0.4687810744990477]","[-0.10879436319208652, -0.02621444527024068, 0.6350728593207882]","[-0.42028678779459, -0.15311256678661841, 0.709459110591067]","[-0.5884614338245825, -0.3470981394649056, 0.7851167589289086]","[-0.46309746785005224, -0.10498864202229626, 0.8126724042850779]"
244,244,1639136576379606430,2.4859686677384194,0.40266739165213616,2.746791049617284,-0.5476912134015506,2.1233033035543376,0.2708963035783989,2.749690706031474,"[0.03131859262621498, -0.08886884910953832, -0.009048100820733984]","[0.15453644164582028, -0.12771903409893706, 0.17395235848264157]","[0.20258169759699843, 0.038908935189220256, 0.47158639467756425]","[0.5357590003346471, 0.29785060184451145, 0.4327548946118823]","[0.07466337418047173, 0.5528705483858156, 0.27985977027940157]","[0.2819866850852877, 0.7473467491778595, 0.26204210494070984]","[0.24543611288473585, 0.5004090914832847, 0.27541950254336994]"
245,245,1639136576479570439,0.32402566872218674,0.3831670923716861,-0.5326261264958188,1.4988366559948014,1.4491644959008974,1.0632118430986774,-1.0208368331717843,"[0.09149956904444934, -0.02184181576603802, 0.19283391387377707]","[-0.03115961159749661, -0.014225042870255193, 0.39228669308198544]","[0.04433435408356376, 0.0840185959320889, 0.6166173049716981]","[-0.228014619219361, 0.20089021768290916, 0.623422928961548]","[-0.03132580365254889, -0.11520966372802757, 0.7516091338785241]","[-0.11023969450948137, -0.01728592014262994, 1.0186376934064314]","[-0.07529066572728361, -0.0036596554766054334, 1.0373945961286333]"
246,246,1639136576579540394,1.920644719826296,-0.4867146502938338,2.1970094474962063,0.19640106953105896,-0.30726877867803104,0.2848803984308064,0.8611285205207202,"[-0.07043867072637473, -0.09276886685114481, 0.18107915779006173]","[0.05626957843196774, -0.03381118170519713, 0.37409056259461343]","[0.03916393205012768, 0.17536750101648096, 0.5561283292072676]","[0.10939806225717166, 0.048689105361677254, 0.6818379738603542]","[0.06755081877983599, -0.07105717809277748, 0.6587850570066799]","[-0.1377275351100331, 0.09907898615113017, 0.8621422759809448]","[-0.40964691986242685, 0.03256680081111815, 0.8260725494733346]"
247,247,1639136576679549738,-2.1823617738483243,1.3265392699636456,1.8216231771315263,1.7439466063236693,-0.8909399047472983,-1.1743696483598294,-0.7696501592166496,"[-0.06504681824842493, 0.21031037132798064, 0.20475109583390402]","[0.013077753433154718, -0.052936666894573964, 0.39951441226781087]","[0.10424036966840855, -0.14938192841907183, 0.628194522522453]","[-0.008085339461847446, -0.23933165760775893, 0.7980976172073737]","[0.025997625238191116, -0.2120672728710834, 1.063729135355563]","[0.2339517615147758, -0.29013503855703726, 1.0958675047460875]","[0.29794166252218135, -0.2557988735202511, 1.1961423860217624]"
248,248,1639136576779532269,-0.0007799143028064393,0.24906421396261397,-0.15097514440758708,0.9593064068392776,1.5612279312995088,-1.5148132465484747,-1.693538489394101,"[0.04044136875146087, -0.13386972992009455, 0.01359749011283462]","[-0.05868499020076742, 0.07012387921359502, 0.4452313909429867]","[-0.10607331284804124, -0.25924532857294114, 0.3986822586248104]","[-0.2012360971614193, -0.16816885122753494, 0.36821243643075596]","[-0.3860057730499942, -0.13347410182004626, 0.4663280081601496]","[-0.5124109404411127, -0.08127668583862721, 0.3389421123728308]","[-0.6240815469691786, 0.0689465016740148, 0.3979764195253289]"
249,249,1639136576879542217,-2.8313967213429803,-1.7821702248885125,1.967286586085923,1.7907943804587654,1.8157893176430009,-0.22230739315433512,2.3095265915247394,"[0.015929077594375, 0.08533702002897747, 0.19063355451039493]","[0.14242109144854773, 0.010224256522627706, 0.2814386565149778]","[-0.028436320183767863, 0.1570896625413404, 0.695613070716834]","[0.12848787360980082, -0.07359489536852619, 0.6845940513300139]","[-0.07496644041384609, -0.05403242290613139, 0.9733725770782686]","[-0.10158359689180353, 0.0880604584989629, 1.0820855124007247]","[-0.13494328384634105, 0.10336123699704305, 1.1712388997984826]"
250,250,1639136576981154843,-1.8621050890602635,-1.5146121309588774,-2.03827148277061,1.1241921305638751,-1.1308237538418278,1.5424021292667731,0.2372428084948699,"[-0.02436874675631405, -0.042682978235397705, 0.14481385755991463]","[-0.004416531390053077, -0.06283765142609682, 0.1735709600834064]","[0.09431626515051109, 0.06461259947885367, 0.16350537494897607]","[0.4220788852908488, 0.062459573353462035, 0.26185411192370567]","[0.38152076002659785, 0.2581081647203354, 0.33986974265057307]","[0.17811193287122645, 0.39784183820538027, 0.4022665135866769]","[0.18305836645273849, 0.3192378018207348, 0.44754541240660023]"
251,251,1639136577079573736,0.28569616263705605,0.4225426759856799,-0.13650886900944806,-1.961064824835425,-1.2671183225999894,-1.8235830842210439,-1.103479287480159,"[-0.026793492472850913, 0.09296195109021865, 0.16949439419967985]","[0.024872347712532817, 0.07685155792048233, 0.3006283489623202]","[0.1764015788709681, 0.2107797295798932, 0.2618829422127503]","[0.04472869585105098, 0.36576561698628884, 0.10546198908878723]","[0.23642815445540205, 0.3037696252563444, 0.3703226481015698]","[0.538318496800253, 0.3686359755338551, 0.48493397959224127]","[0.5159113052817066, 0.5025625604094991, 0.36949280891821423]"
252,252,1639136577179616453,2.8830064437438865,-0.16797526904662785,-1.8320493009187064,-1.8063319545109304,-1.0227302998289207,1.2456507355726305,0.686107081951961,"[0.06538902651634898, 0.11014345300031914, 0.22960009579366122]","[0.10232228408809725, 0.04860364234589431, 0.34476326544842406]","[0.047376510457644856, 0.005197449357868023, 0.7133611142016307]","[0.1468476439328894, 0.038480904329710616, 0.6857682994105743]","[0.4068906957658092, 0.14498311184497023, 0.6165069511204697]","[0.3674319167174193, 0.09761732541199866, 0.3743007898208535]","[0.2719451109563854, 0.11749225907720115, 0.6357758480542066]"
253,253,1639136577279585226,-1.3018460052269671,0.8372940964422546,1.7187671208649182,0.04440810041694165,-1.9743177071346136,-1.4515892547649207,-0.3356708559254469,"[0.07336853637554912, 0.09484617301632993, 0.043272911447694504]","[0.12654868769548935, -0.27699731350390727, 0.4123493825162594]","[-0.015522079263178085, -0.005813810478726626, 0.4955491041448832]","[0.08938091631340632, 0.1390647334476887, 0.7701793198906824]","[0.21772121579897566, 0.2655799612063462, 0.6550595919333075]","[0.3001565636742816, 0.319292597019449, 0.6743638355757073]","[0.501000583188076, 0.4663351417648113, 0.5163080606310533]"
254,254,1639136577379755827,2.89495057297735,-0.2200811378152938,-0.8856552274199531,1.197705472641509,-2.7835549212153285,0.3377461044445864,-0.754003957741773,"[0.005047728717189026, -0.10633913052469342, 0.12939655603430628]","[-0.008340030830944306, 0.04309960558731851, 0.6742169228821728]","[0.009809750394778903, -0.020112207661222042, 0.39672648024357104]","[0.17972021280332448, -0.3665332674442472, 0.7175910576081204]","[0.11696247021354096, -0.3779382155216471, 0.8521630592469007]","[0.029527748769164884, -0.7266269128140798, 1.0789934228758828]","[0.3447872866741708, -0.6182321367361217, 0.8113009604853095]"
255,255,1639136577479561515,2.2371574121785893,-0.30735676455783634,-0.5629750436755745,1.1816112476116754,-1.6091205955254615,1.0655957724956189,0.9859411657781796,"[-0.06878012746066109, -0.07245057338759006, 0.0494441884556622]","[-0.18820785239509732, -0.01183565116352226, 0.2677147021435851]","[-0.12038433308584076, 0.011453569419218042, 0.5048774402778031]","[-0.12328796264775521, 0.007353605653209035, 0.7951945461314079]","[0.20341556031591512, -0.26786470235110416, 0.7161253042419704]","[0.2934780486628566, -0.4889365250696831, 0.8585721692550479]","[0.3061788206561499, -0.40337473146117064, 0.5319887012911023]"
256,256,1639136577579661405,-0.3647131011938738,-0.5632632726615732,-0.11599690094762673,-0.4309807994859278,1.4136956194143608,1.5727974018922102,0.6401600302849828,"[-0.10971764194211958, -0.07380452262683962, 0.11055836673964056]","[-0.08719561461655823, -0.03846371063529129, 0.21002606200566373]","[-0.004007170246230048, -0.03834431851533824, 0.5656289947615116]","[0.006448720848038672, -0.04521192019803663, 0.6775575093068968]","[0.03919104559828154, -0.20905194022534077, 0.6115371909055638]","[0.11817618334392169, -0.61922640817796, 0.6297538076659998]","[0.18232207565923325, -0.3720168928371549, 0.8055157962604033]"
257,257,1639136577679529865,2.598225745025355,1.719905283803909,0.9966257031956128,0.05936670114117915,-1.064749738740667,-1.047085747709959,-2.5945673468668566,"[0.020360850831923794, -0.042770228852968994, 0.032109941178975615]","[-0.13924054385865212, -0.06517218682881798, 0.2993062529840365]","[-0.21590167553666445, 0.03690774563769396, 0.5487852325904475]","[-0.1935990140340767, 0.0850454742865471, 0.7931562077338885]","[-0.16475303159137533, 0.1850594473815671, 0.819977774029504]","[-0.20106196877139207, 0.08588102734558321, 1.1493874268212587]","[-0.24707340239547088, 0.15676295169151297, 1.1095068217753499]"
258,258,1639136577779534414,-2.441181154583129,1.8262562671910336,-2.616184893503612,2.053658221880496,-2.5114505570086094,-0.7837663190828676,2.7577410700035023,"[0.044172643682250406, -0.07074892655470676, 0.028447012168824365]","[-0.034083879608703974, -0.07949766902141576, 0.35533388879238403]","[-0.34119499179089374, 0.027475293122569355, 0.4166468122004078]","[-0.426744940536332, 0.21740521255825296, 0.3241054561529628]","[-0.5388067235188838, 0.2251594489685838, 0.2768865003176322]","[-0.49785803272785845, 0.48615077217865693, 0.250804402126257]","[-0.5647623550024358, 0.30413591953445396, 0.2240046402757277]"
259,259,1639136577879543043,2.2003820180045026,0.6482336310301121,2.339309334382828,0.00377309338227816,1.261946366590594,1.4190119994487875,-1.8341136500677133,"[0.07382107449693788, -0.025437320972535916, 0.1530452952091205]","[-0.11111215144209113, -0.22008358180632823, 0.4607299114287014]","[-0.16817061361653868, -0.1591427697657698, 0.16855685304320805]","[-0.46446999806430805, -0.21559260286989268, 0.20880944407982469]","[-0.17906364088062132, -0.1298249792649422, 0.10275112410989896]","[-0.009301056198403584, -0.26239578288886134, 0.020499903094457574]","[-0.10068986030208604, -0.2188193410991649, -0.07489767518171633]"
260,260,1639136577979601529,-2.6496309654779813,0.7026604959983849,-2.81840034146194,1.1439253032949428,2.1638616544288998,-1.0458501466407428,1.898344421516464,"[-0.051512367673771264, -0.07251932010537102, 0.09986872746560423]","[-0.026645956366205505, -0.10478542517034889, 0.2002574701596389]","[-0.11377738556357539, 0.19086904578113376, 0.47234360056425123]","[-0.025308528284047963, 0.2759152091289912, 0.8201147289617058]","[-0.23259441464857195, 0.4404632299354885, 0.706874309508279]","[-0.35443154748433475, 0.4149146256677075, 1.0113817693430032]","[-0.07276174359450988, 0.4461184591845908, 1.3673138496059596]"
261,261,1639136578079531555,2.480336567504167,-0.019220005469851482,1.2850497034431547,1.020065003106883,0.7156698828833146,1.962287946990044,-0.3947658635905991,"[-0.06571252218297062, -0.024167631138015396, 0.3319011661471428]","[0.07966395876758586, 0.006979176967089363, 0.37857112077312005]","[-0.2268050927193711, 0.08505221204094279, 0.6465350110678015]","[-0.331163352995035, -0.04427750012185125, 0.6576067060286097]","[-0.4411849520781127, -0.35077572557194525, 0.5885727649259569]","[-0.524400931466774, -0.5039060292783669, 0.48626409797654285]","[-0.5259372428070763, -0.5095621886942637, 0.531983574940673]"
262,262,1639136578179686003,1.7939306396167551,2.058783055729552,2.0958195001559905,1.2085005508701467,-0.5964075372449242,-1.0778204262246145,-1.8596735336889905,"[0.13685755465426508, -0.0891374204252395, 0.15563811754711848]","[-0.08076902003121088, 0.016168402760806028, 0.37025306761317306]","[-0.11002954261950315, 0.07154486092062362, 0.32241987995025245]","[0.05216339906624374, -0.10697481717476195, 0.6950406225857773]","[0.2660269776892338, 0.10208213673862991, 0.8839446778392696]","[0.030212341754830174, 0.2165697989855325, 1.002324818581029]","[0.3793338840401874, 0.16322507735882624, 1.1182364990461113]"
263,263,1639136578279591868,1.454607879721321,0.4324218667543729,-0.8037741746735905,-1.1240052634722977,2.2227596916470067,-0.5701909883039327,-1.964607811623357,"[-0.1195698726652347, -0.044532017665531054, 0.20926049859013335]","[-0.025759781126110295, 0.02414404084615355, 0.33930314125736316]","[-0.11242347934885302, 0.09393398232863057, 0.20425427887457703]","[-0.10573365003215858, 0.26862442728688435, 0.42923420896364145]","[0.1308781563342047, 0.480301409938149, -0.0818597403269367]","[0.16420138887123545, 0.5406001644250622, -0.1866696085329573]","[0.1763444788358499, 0.4472443793589807, -0.06436845897548323]"
264,264,1639136578379553166,2.098644765157435,-0.6852878180222848,-2.3030113327027086,1.1653041643398458,0.268068392457399,0.8533839468404225,-1.8536078189263088,"[0.13538720940127386, 0.10586128039215076, 0.04021947141477969]","[0.05303359451564829, 0.01704882512610432, 0.2348849158719671]","[0.04518479937460286, 0.05106575860424785, 0.515546156421119]","[0.0010194759110981784, 0.28149232518837264, 0.5718267770540775]","[0.019657755145858574, 0.3701371381369115, 0.719760026090725]","[0.31507454511487554, 0.429532787848783, 0.751141012480396]","[0.3188488454646637, 0.31516481740172, 0.6588436046820121]"
265,265,1639136578479611612,-0.5408049417633944,1.1435258726345672,2.1810551333391257,-1.0327235636719456,-2.151992856065155,-1.336695511319205,1.5933164383957998,"[-0.12212810576286988, -0.09871595474489708, 0.16160411170473177]","[-0.04094674316219829, -0.10049607009624124, 0.19160575113498926]","[-0.1725466475699517, -0.247238221613229, 0.4197121030823267]","[0.13023301011067404, -0.14094517631905257, 0.45453690076329634]","[0.0019605306633724007, -0.36993119772040417, 0.6062969994983306]","[-0.23641066272291517, -0.27455853462835994, 0.9289540898303668]","[-0.22750123355196505, -0.25919951855027823, 0.8922376657124894]"
266,266,1639136578579682590,-1.3049250931958627,1.8151825289673087,-0.6872150878664361,1.7385606313235984,0.2619601546189361,-1.8927042374178829,2.146094308668873,"[-0.037842507367638396, -0.1282829417183391, 0.23032807000111932]","[-0.06885882782677542, -0.10295171789417179, 0.33038684828827936]","[0.2582924640104818, -0.18069737265333946, 0.38666204386243297]","[0.09937262351148574, -0.18789341405325635, 0.6103722496160429]","[0.33059224911983937, -0.1042674917566097, 0.7704570358266002]","[0.5187984601901249, -0.12135624094207609, 0.8855844988470023]","[0.4483336104785087, -0.022695167672390465, 0.7582373819538111]"
267,267,1639136578679637184,-2.166020824616095,-1.8609007366880288,-0.6627632156683614,0.5930355536602523,0.4499018087562985,1.7506335454249755,-0.9449422061939026,"[0.012022540410984373, -0.1083976190759149, 0.11944852607590015]","[0.01184975401503242, -0.08564029237853102, 0.3807612783044789]","[-0.2468877367733568, -0.187799754631807, 0.2817386402210646]","[0.17771542791914485, -0.42191021657680505, 0.24532397723891985]","[0.2204472005200053, -0.3628037457909438, 0.2836973173733946]","[0.31954704198635037, -0.5219397351404973, 0.6402952810097161]","[0.3141195106231926, -0.22537663732016802, 0.5667015599113793]"
268,268,1639136578779594199,0.8428197681554672,1.5305997553267634,-1.7304642696343815,0.6601169758237146,2.3247890535371485,1.4059316763948768,2.8577503278368597,"[0.0025173564507996616, -0.01520813115955742, 0.36355110586578365]","[0.16323592039016435, 0.04275556454219809, 0.26544180656557415]","[0.05542211073394834, 0.21992838604740766, 0.2739288285167728]","[0.22199015831655697, 0.2751127448473085, 0.10987405110473314]","[0.3926043959800148, 0.4612847760303994, 0.021718139857703114]","[0.7235269346333284, 0.4041540597373502, -0.0015238877484047286]","[0.47343226441750264, 0.5861500422571317, 0.11423561969951071]"
