link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.08268618199214493, 0.19226342647642528, 0.32274398229294765]","[0.15749748950799153, 0.3662160504316509, 0.3071313948436706]","[0.0795307904508743, 0.5457573758216806, 0.23106493498567282]","[-0.022031558499178205, 0.6770085584558574, 0.12041817121520482]","[0.06842717867771642, 0.7208869719931966, 0.10869675091697464]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.06328072732882516, 0.03016088002682344, 0.5379542140615917]","[0.12053471872120486, 0.057449295290043265, 0.7170556458315902]","[0.15772091481419517, -0.09612979471076544, 0.8553692385643985]","[0.21166764090682888, -0.27057161283769987, 0.9356455914490182]","[0.21765347984037267, -0.28893563272516765, 1.0350056563938153]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.11605243062233297, -0.1667466846726883, 0.28682691942988775]","[-0.22105224880367447, -0.3176127327104058, 0.23871794177117672]","[-0.40156839117623183, -0.4241482060088825, 0.2259071934714023]","[-0.5539901017764431, -0.5319630263495538, 0.15570693241338202]","[-0.6284783321159428, -0.5706734994556264, 0.21226215156063347]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.13024432344797238, 0.09945063533852969, 0.4713239785429254]","[-0.2480844256157697, 0.18942978159647494, 0.5901409115103035]","[-0.4337024102534365, 0.2580633875538401, 0.5198885669776115]","[-0.6065460328084002, 0.27091817562599513, 0.4211752114187144]","[-0.6776989508464594, 0.30938941004732823, 0.48202516110454485]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.058783667561378525, 0.02145053609739792, 0.5404603575003486]","[-0.11196889059274776, 0.04085816399590475, 0.721829252381628]","[-0.1967517806700196, 0.21799002223967182, 0.6474238335920316]","[-0.2759957754737692, 0.35373734345654584, 0.5246331821971224]","[-0.21241917510026465, 0.42586548139865776, 0.556272360472662]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17772157939292935, -0.04484712451427926, 0.442487929244782]","[0.33851729408152403, -0.08542309431381029, 0.5352151033234285]","[0.2203611251063449, 0.03239200513233228, 0.6627247973690361]","[0.15047597656239106, 0.12598527340123827, 0.8244061387406801]","[0.08773084739511353, 0.2050847332552148, 0.8172079294778954]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10985671746271611, 0.09587107798950412, 0.49112987141345477]","[0.20925089040458308, 0.18261157712358453, 0.6278664217398868]","[0.0872254416783513, 0.0951593849746281, 0.7747061437210446]","[-0.07236447612328484, 0.029147141530164157, 0.8744955812958497]","[-0.07002303983089879, 0.004303278995263109, 0.9725914026667707]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.017610071031494826, 0.029537200772106906, 0.5471652460448275]","[0.03354299244016323, 0.056261334804522924, 0.7346004686568081]","[-0.1064118986162399, 0.1192292412434746, 0.8779450577701948]","[-0.1879685942812019, 0.18737506504774806, 1.0467323265147588]","[-0.22390643008871047, 0.09664848433020813, 1.0198501854397577]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08793356648616782, -0.18426100350443433, 0.3891484534096602]","[0.1674925075918569, -0.35097334000883873, 0.43361610173272425]","[0.13540265761363848, -0.4384886708256703, 0.6217950282903916]","[0.14482061889879955, -0.4779315942328455, 0.8170897998495066]","[0.16816163054274072, -0.553249834081962, 0.7536244555940128]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.06340282907866224, 0.19994480340133977, 0.32989273243544537]","[-0.12076729348405243, 0.38084724457369756, 0.3207480617817615]","[-0.20578044057898362, 0.5576028078544255, 0.3957829581322472]","[-0.3381455497341974, 0.6938694948615296, 0.45657241355369504]","[-0.27659311722457774, 0.7272793721658265, 0.38349322259853647]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.16051462883441486, 0.09448147500463469, 0.2430035835141388]","[-0.30574215016124656, 0.17996471429373134, 0.15524492097927717]","[-0.47442302031061695, 0.2185254734559797, 0.0362498290700632]","[-0.5960013922984317, 0.29593446774227034, -0.10163068829325969]","[-0.6435064080522256, 0.30699068467432244, -0.012937263816677425]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.008273976020736882, -0.016305497518936486, 0.5492024666954676]","[0.015759954326060498, -0.0310580905118739, 0.7384808889437442]","[-0.06895396431578982, -0.20530823982624088, 0.81947741635241]","[-0.12010641029710524, -0.3504233540723635, 0.9464007037643875]","[-0.21827822643325523, -0.3434774685234344, 0.9227461230141153]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.12780523786411527, -0.09355755640520003, 0.4778869276399498]","[0.24343854831203016, -0.1782048693439735, 0.6026417669332672]","[0.2536502079869663, -0.34028380496709654, 0.4695022137044885]","[0.3188916890891222, -0.49958091619572026, 0.36874275013995494]","[0.28687759136317287, -0.4995855293833752, 0.27271885975057397]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.009956835893558058, -0.08785172823882037, 0.5304808002514722]","[0.018965401702943765, -0.16733662521673137, 0.7028205719075494]","[-0.14081235755481147, -0.29656026677978714, 0.7460908631909887]","[-0.28047657968100803, -0.4380448577139381, 0.729950677749661]","[-0.2794028701566932, -0.4870993115046297, 0.8184831447386381]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.1581806763289677, 0.10770478634683539, 0.4264786253018219]","[0.30129652634140114, 0.20515197399319401, 0.5047211910511251]","[0.30717775944467185, 0.38006198352359755, 0.6207897038496404]","[0.2536679861804947, 0.5314730546946674, 0.739093895204155]","[0.292849775153612, 0.5613307891284255, 0.6506699555308444]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.007902347214092512, 0.1945332162221406, 0.2612956119725348]","[-0.015052089930675833, 0.37053945947079653, 0.1900868799477218]","[0.0626654417971595, 0.39930327379310504, -0.0028707015249031798]","[0.07920696803596375, 0.4104126316237062, -0.20133341862381485]","[0.14648510764071465, 0.3475545553051461, -0.15928577691998366]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.09071109421569556, -0.1480108461795146, 0.4581705834775105]","[0.17278303660052002, -0.2819254212947808, 0.565086825671481]","[0.3720163314046875, -0.2333565079155056, 0.6103323215205945]","[0.558843676422351, -0.16496447277927664, 0.5960998697439047]","[0.6264174355315908, -0.2215762998791802, 0.6458429909995824]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.14628631305338094, 0.10308300481583037, 0.4498827044233429]","[-0.2786405962916015, 0.1963485806023303, 0.5493003893778295]","[-0.14108572247184223, 0.10166832203818837, 0.6766357942213269]","[-0.053898494990161125, 0.025122717318581934, 0.8388814344159632]","[0.011421407085163815, 0.09161434136730276, 0.7994141780604279]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.013098333400017426, -0.19384276864937347, 0.4197083101344362]","[-0.024949206475296554, -0.36922432123697946, 0.4918253526369849]","[0.04878499540267178, -0.5654655033552453, 0.5041811575174726]","[0.16991668802051468, -0.721550322919312, 0.531551436017869]","[0.14523793891480036, -0.7637884043701608, 0.4429377022181431]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17696971111359064, -0.06670487307534817, 0.2487192174859683]","[-0.3370851640262311, -0.1270569010950367, 0.16613184283045118]","[-0.5116341092970679, -0.014449648568463938, 0.13527293190904793]","[-0.6690428159220742, 0.10421870603884097, 0.1656836322205775]","[-0.7505365379589994, 0.08589936712129315, 0.10851139166458398]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08638352322068983, -0.1402048732535523, 0.4703091724781332]","[0.16454004422908053, -0.26705690143580507, 0.5882079475774274]","[0.3089871633903217, -0.13117756336713654, 0.5191294758800983]","[0.4017311603363758, 0.009836103754225806, 0.4128365470679899]","[0.4795365292406629, -0.05417673559736999, 0.4031323743667977]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.17880187817158466, 0.014328409279082173, 0.44919974839643606]","[0.3405750060410597, 0.027292208151561696, 0.5479995207550826]","[0.43995700313968683, 0.2112599465637155, 0.5285292902426872]","[0.4764034251702418, 0.40632492070561965, 0.5083847082368729]","[0.5516167550592027, 0.42388877688096455, 0.5738060806106329]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.20240821200217493, 0.04746705688543976, 0.31037240771312957]","[0.3855394514324964, 0.09041344168745646, 0.2835664908821126]","[0.45712750333406377, 0.287832939789277, 0.28273426845764693]","[0.5502313449976388, 0.45595431836838274, 0.22933607811242196]","[0.5481887531279244, 0.5430568148287194, 0.28085765542553237]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.18763067165396521, 0.001971856525182332, 0.434291265960989]","[0.35739175553137026, 0.003755917191754044, 0.5196024113542296]","[0.5672592508516564, 0.0016479567869302112, 0.5124476289730999]","[0.757782870287578, -0.050713661970069636, 0.539714849553546]","[0.78210052858705, 0.042796233260197186, 0.5698817351875428]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14683126750498526, 0.1487117003043763, 0.3606254472790493]","[-0.27967860477206513, 0.2832603815314944, 0.3792865662457693]","[-0.2752119607572902, 0.20076391577514363, 0.5723523121173674]","[-0.27288003107258946, 0.07031429175724666, 0.7232229444403445]","[-0.34703856576353037, 0.11698855171514888, 0.7738935985694823]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10267912279695766, -0.10546035342440173, 0.48978354915426303]","[0.19557928151870077, -0.2008768636648982, 0.6253019983890449]","[0.009678384839627963, -0.19969076881954062, 0.7229721053457513]","[-0.15086756003342391, -0.2568657874760401, 0.8266085218529226]","[-0.23858180139800064, -0.20671362817032093, 0.820570080099412]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17878990220528512, 0.07598500243679676, 0.4197524311485522]","[0.3405521946763834, 0.14473333797571303, 0.49190939266387246]","[0.5445995534550634, 0.09652461244706963, 0.5037666334199924]","[0.7371850090931059, 0.09677630609704482, 0.5556826129156555]","[0.7706053709306749, 0.09641911685820397, 0.46013973337723235]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.010211261941097068, 0.004048700387444491, 0.5497125131095971]","[-0.019450022745326197, 0.007711810260948623, 0.7394524059230403]","[0.18751475231851242, -0.005195794396657051, 0.706301604654027]","[0.3768969677116505, 0.04295728203063755, 0.6662997581544702]","[0.44789110676833926, -0.025137499814397717, 0.6424581368782938]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.10032654866741743, 0.07420622679780056, 0.5089023964806826]","[-0.19109818793735933, 0.14134519390130168, 0.6617188504394189]","[-0.2957828637549262, 0.19063096977001964, 0.8369673338736255]","[-0.4136375745713756, 0.2841002570870601, 0.9679568352346718]","[-0.4182837824357678, 0.2621956018029542, 1.0666689866111125]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05236779431098738, -0.037100851646544405, 0.5399528467566872]","[0.09974817963940763, -0.07066828885129825, 0.7208625652508449]","[0.02925866976184774, -0.24989234136161204, 0.8045881169002765]","[0.007897552867375951, -0.4429700031457416, 0.8498563088786845]","[-0.0904764403849502, -0.4362197792839163, 0.826998445255709]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0072771938255560865, -0.05709939886632569, 0.5419571763991801]","[-0.013861321571569683, -0.10876075974553738, 0.7246803359984274]","[0.14103099269835545, 0.016795699388677726, 0.7905889587255406]","[0.2434510340082373, 0.15583743986463594, 0.8903988757854119]","[0.2561784019878192, 0.1826906915014577, 0.7936393440542081]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0332425766901855, 0.05893452678928389, 0.538800534826042]","[-0.06331919369476276, 0.11225624150382257, 0.7186676853829498]","[-0.19457959426632032, 0.09762098231691528, 0.8819359199857846]","[-0.27464415748662047, 0.04672243757043722, 1.0573881751979457]","[-0.3675297841549457, 0.024453118458250434, 1.0238944775114838]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.15955748092478367, -0.12015617936662065, 0.27516248893615836]","[0.3039190112847523, -0.22886891308002794, 0.21649997892605338]","[0.238835804604424, -0.4033435779327274, 0.3135709196485159]","[0.13972987629671593, -0.5709079867662267, 0.3569837503158125]","[0.1196003721816501, -0.5578511858815565, 0.45531895771753417]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.17282054752317993, 0.11880500005015128, 0.350882569405792]","[-0.32918199528171876, 0.22629523819152986, 0.3607287036301191]","[-0.5339891146389737, 0.26257378252610647, 0.38967539742314694]","[-0.7122968330150593, 0.28721588068865916, 0.4756033589121855]","[-0.7387160205154705, 0.3729685131584136, 0.42876317790991647]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0641415438782392, 0.01874023452603081, 0.5390845698662386]","[0.12217436929165905, 0.035695684812390605, 0.7192087045071087]","[0.009664424196118328, 0.19560056113890714, 0.6425801016123679]","[-0.10570212546851296, 0.3578059748888942, 0.6297561798770469]","[-0.15094535515482482, 0.387887318584241, 0.5443532939244399]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1706452805716321, 0.11993373715902819, 0.3644148911465538]","[-0.32503862965971286, 0.2284452136370027, 0.3865045545649034]","[-0.36707506554488345, 0.14795843192438557, 0.5758582342957644]","[-0.4466021865429473, 0.11847216167927567, 0.756386589112374]","[-0.4578832550479241, 0.034374204928228846, 0.7011981739903115]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.010179276651801919, 0.14383659791709025, 0.49266766332947975]","[-0.019389098385314607, 0.273974472222992, 0.6307955491989821]","[-0.09299049201897888, 0.4648590861388711, 0.678186466317858]","[-0.19437919040729265, 0.6364922479802162, 0.671339598751864]","[-0.20276606886443793, 0.6997099405822378, 0.7499441381361857]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.1590177597254197, -0.08027672434113292, 0.4512160043382536]","[0.30289097090599915, -0.15290804636324157, 0.5518400082633068]","[0.38303992894264516, -0.34340900234956406, 0.5146172961920836]","[0.511624891042229, -0.49346099729226206, 0.48751016916679557]","[0.48639732477646025, -0.5845820160437615, 0.45137127264248067]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.18250774273703194, 0.04464659764986267, 0.43379554978422286]","[0.34763379568938063, 0.08504113838159864, 0.5186581900651512]","[0.5498190130929205, 0.07728093940169642, 0.5748802246714836]","[0.7244765135524504, 0.014304496785827417, 0.6477720294829948]","[0.8120470971716359, 0.06465074735913037, 0.6412806553753492]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.1454514372945348, -0.1475264595455255, 0.3056514465673382]","[0.27705035675083695, -0.2810027800873731, 0.27457418393782584]","[0.3550856613825818, -0.3558727646134311, 0.09456036044613245]","[0.47999771227549515, -0.4003039057299438, -0.05446092407661898]","[0.4554538152867944, -0.45135101305672654, -0.1383494212271578]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.18672604391312758, -0.08413670208933488, 0.29358448657955755]","[0.3556686550729982, -0.16026038493121467, 0.251589498246738]","[0.43669007022827244, -0.2931932227996623, 0.39253058843153027]","[0.4661799153278982, -0.39853838699905586, 0.5593155860056612]","[0.4563399105507001, -0.4552786197265711, 0.4760737077471059]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.03010485314978811, 0.04101345481302419, 0.5437439430783887]","[-0.05734257742894045, 0.07812086631000245, 0.7280837011016832]","[0.1373493880021408, 0.004999504363206286, 0.6989580247382358]","[0.3186847277228993, -0.027371294245866193, 0.6224458298555375]","[0.3363516667295384, -0.1266841369858141, 0.6308320407428271]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07250791092996482, 0.015916433764982, 0.5364415179863391]","[0.13811030653310274, 0.03031701669612031, 0.7141743199739654]","[0.30463745445079515, 0.06967198050932885, 0.8359113144730084]","[0.4252358482992666, 0.15093970374117052, 0.9724253231383528]","[0.47584147517375786, 0.15416634719192468, 0.8848231011306803]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.06800448171310051, -0.00422525028021257, 0.5386392149778139]","[-0.129532346120212, -0.008048095770902632, 0.7183604094815629]","[-0.17952366973409856, -0.17817177760877007, 0.6058490747580795]","[-0.2619076682095552, -0.2984999273350546, 0.46976636763243185]","[-0.2711290528162065, -0.3173042402495096, 0.5687959282784908]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.027224315772980803, -0.1943654357194269, 0.41470551538066225]","[-0.05185583956666315, -0.3702198775609561, 0.48229621977265336]","[-0.08115560057449928, -0.5662537318665841, 0.5516666167079707]","[-0.09147515606787565, -0.7262671422665132, 0.6702992651088346]","[-0.08744835277888713, -0.8199936279785045, 0.6322910984686017]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0995741824805046, -0.16153759098200632, 0.2500522991785271]","[-0.1896651094874762, -0.307690649489062, 0.16867104605437286]","[-0.1934793877931776, -0.19340358166672295, -0.007465030345604667]","[-0.18195110011259652, -0.13919763584221587, -0.19907219101666193]","[-0.12244059312065385, -0.060133811103443645, -0.1777907160856649]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13446825795882722, -0.07965352411588009, 0.48026262402165165]","[0.25613001515917416, -0.15172099831674912, 0.6071669028984135]","[0.3906567555045736, -0.23151061248618532, 0.7472960347830219]","[0.5088643300077228, -0.35774778678135116, 0.8466722651203332]","[0.5003307416350012, -0.3393056558261644, 0.9458315091438566]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0635227758225543, -0.14112053044483563, 0.48195017731149814]","[0.12099576347239127, -0.2688010103707579, 0.6103812901171102]","[0.09691579625811816, -0.44599664553247775, 0.5002819619693227]","[0.12687750449542023, -0.6278349854775381, 0.42398252445155704]","[0.059881498588839066, -0.6787120719464492, 0.3676926739898595]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.005375969087203048, 0.047939101634506966, 0.5443842985428428]","[0.010239941119402324, 0.09131257454177637, 0.7293034257958999]","[0.15004482223436133, 0.16015782618249824, 0.8700689277591217]","[0.23425798915670532, 0.2585846862472509, 1.0217422139195496]","[0.33356341716847643, 0.27710577872595155, 1.0153475989354908]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.06121004712754541, 0.06476049786882293, 0.530156272698078]","[-0.11659056595652877, 0.12335332927456173, 0.702202424186832]","[-0.2742954425946734, 0.015640115660543144, 0.7895353246166722]","[-0.3844062015349618, -0.13286594661323983, 0.8644089530416986]","[-0.4852933840165731, -0.12490673787436166, 0.8624297089503768]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.029418441614871615, 0.19655067152677458, 0.40784090812574936]","[-0.05603512688454776, 0.37438223147969574, 0.46922077738241696]","[-0.11990040645850775, 0.4322841307105313, 0.660711237015272]","[-0.22066031735274294, 0.5195729653000346, 0.8090776405997498]","[-0.1701059754555146, 0.5374694839139911, 0.89492321786986]"
