link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.027081254322472173, 0.09687789057778345, 0.5243401203794784]","[-0.05158334156751898, 0.18452931538603695, 0.6911240388180355]","[-0.0918201730734007, 0.2792399063895203, 0.8741838687702622]","[-0.14744701223274997, 0.41423462500120345, 1.0100756297864926]","[-0.16368093617752008, 0.39190390940252295, 1.1074578091326457]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.014170871911604857, 0.003917779817222548, 0.5494846948838236]","[0.02699213697427532, 0.00746243774799768, 0.7390184664453754]","[-0.04966599206034057, -0.03201455513596599, 0.930499792651749]","[-0.16148730685391796, -0.025143868096609547, 1.0955248732226817]","[-0.15777329923339753, -0.11638397501609396, 1.051856360118664]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.03152717524048232, 0.016833262181253743, 0.5469364117445094]","[0.06005176236241944, 0.032063356536560325, 0.7341645937990589]","[0.04208326886625711, 0.1774551694611261, 0.884625066933987]","[0.04842774859580014, 0.35083640168941355, 0.9830282472076044]","[0.10014395128202115, 0.29502784674563537, 1.0497839928390105]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.10659528850538304, -0.0052987332098175365, 0.5208573136337741]","[0.20303864477223818, -0.010092825160629676, 0.6844901212071686]","[0.23127480667589181, -0.08653545612405786, 0.8780340266455468]","[0.24798107413845805, -0.10029559447593661, 1.0763167773325553]","[0.17713365891377705, -0.1698213879131805, 1.0565102682281389]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1678459659486066, -0.11758995242192874, 0.2941705901828562]","[-0.31970660180741056, -0.2239808617552977, 0.2527058860626216]","[-0.42433144036272713, -0.2946576084230852, 0.42051065547556565]","[-0.5151309120950895, -0.4152542992371624, 0.5508808364903123]","[-0.46343568096857457, -0.3761290826130562, 0.6286131367450519]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.025685811068855913, -0.009878926835392108, 0.5481889668409833]","[0.048925354416498104, -0.018817003496839277, 0.7365504130304495]","[0.24744310941450262, -0.05680755189771021, 0.7935365445253435]","[0.44682167160822933, -0.05665406232690147, 0.7992510329988556]","[0.4686964175579946, -0.045505895325579734, 0.8974483031347604]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.11081087420879207, 0.06194303999110762, 0.5072842190816076]","[0.21106833182669724, 0.11798674283937766, 0.6586366077745146]","[0.13872164942405507, 0.31507248717832925, 0.6538234047149472]","[0.05783310148176371, 0.4891533020836233, 0.7080212154981923]","[0.15152740734940312, 0.49546828049720165, 0.670245719530339]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17587376059749543, -0.08450125725939159, 0.26236007563838704]","[0.3349976392329348, -0.1609547757330193, 0.19211442978744034]","[0.5131471522734697, -0.24988225649800608, 0.12537123411767015]","[0.7030943287789366, -0.30973274185228605, 0.11430418661356678]","[0.7429319841706142, -0.36503771398095275, 0.039472299889113854]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07428759428636683, 0.19386570203196637, 0.37158231959177446]","[0.1415001795939464, 0.36926800387007386, 0.4001567992224663]","[0.29380696334171386, 0.2258284844955749, 0.41826060838030843]","[0.423502689400595, 0.08012166031173412, 0.37663093112574664]","[0.5074741154022802, 0.11887255773946959, 0.41777285091309535]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.10654755168161387, -0.050543835551756434, 0.5137611576802215]","[-0.20294771748915771, -0.09627397247868155, 0.6709736336766345]","[-0.14307600385318087, -0.29510958192414505, 0.702275044551269]","[-0.05977497195215041, -0.45827791230456605, 0.781151682696472]","[-0.045520293589727215, -0.543367782162868, 0.7282176842429158]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.015128512029929458, 0.05571147488719231, 0.5419092857935316]","[0.028816213389453935, 0.10611709502350375, 0.7245891157971923]","[-0.015114924128793228, 0.19061314274433738, 0.9117534101375163]","[-0.021406440281991984, 0.22430838028545153, 1.1082465087225353]","[-0.08318772530628502, 0.29069650727512164, 1.1532040377421613]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04443472911197631, 0.07096584187495605, 0.5325860953852173]","[0.0846375792616767, 0.13517303214224913, 0.70683065787662]","[-0.06848462545227199, 0.22131851314106402, 0.8218634641843096]","[-0.22682313524465872, 0.32932664798789496, 0.8770689813328246]","[-0.22547911756301325, 0.3628782083120722, 0.9725570770112103]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.002891290821195089, -0.039311880275600446, 0.5462673423171592]","[0.0055072206108694455, -0.07487977195355443, 0.7328901758422154]","[-0.003664238220880557, -0.10470495849596187, 0.940559004968322]","[-0.07181117049127242, -0.12163197514594404, 1.1272511626222146]","[-0.023985582628822985, -0.20661274149387046, 1.100113135860302]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0367063435597865, 0.05226685781819538, 0.5400520430195189]","[-0.06991684487500092, 0.09955591965420954, 0.7210515105133813]","[-0.21464376249107184, 0.23645223401202975, 0.7874858271923079]","[-0.3153034709514725, 0.36700519234845774, 0.8997713479074652]","[-0.3491859940005741, 0.4408102670899053, 0.8393538374139299]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.17906744128465343, -0.10201597100802082, 0.380343439752429]","[-0.3410808405426511, -0.19431613525256086, 0.41684464714752234]","[-0.4403512531272788, -0.22155351119766653, 0.5998842891295334]","[-0.5824930341388244, -0.22960823858877083, 0.7395815527302239]","[-0.5697550003633962, -0.3005722441693157, 0.8106262035316771]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.09487325684355064, 0.16429937821234109, 0.43002654861170553]","[0.1807109654170842, 0.3129511965944555, 0.5114791402128077]","[0.25094650457513856, 0.4742015746846802, 0.6262192143148279]","[0.34579879579459305, 0.5815880731356897, 0.7649840254192682]","[0.30363290415910293, 0.6690238716419366, 0.7936634382821416]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.1626153906181359, -0.12391911376829878, 0.3879613175068251]","[0.30974360117683075, -0.23603640717844648, 0.4313548904892289]","[0.3542076061604693, -0.34780231685889296, 0.6034924334428718]","[0.4258090663724119, -0.48843159723867946, 0.7254806558062665]","[0.44021969764208724, -0.46742728156624813, 0.8234431099891947]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17757264906346276, 0.0998162311176997, 0.28896399006542295]","[0.33823361726327444, 0.19012615451071047, 0.24278855250552944]","[0.527072373101436, 0.2698446687905449, 0.1971280359237931]","[0.6997737508009311, 0.36877191892669675, 0.21024761370646436]","[0.688719448309728, 0.4142921003137104, 0.12051910383960887]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08843594728450915, 0.13424618119894738, 0.47511863698761514]","[0.16844942339830202, 0.2557070118080518, 0.597368832357332]","[0.369938301882745, 0.19653563852709863, 0.5983589995793179]","[0.5587997281100563, 0.1644001114215928, 0.5428327933246392]","[0.5697811913312597, 0.21623913093613006, 0.6290743930390043]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.03062709931026235, 0.10779097500850623, 0.5176037344611731]","[0.058337332018661564, 0.20531614287363148, 0.6782928275450707]","[-0.10675814072138247, 0.07649525206427546, 0.6940618786206859]","[-0.2543467902708226, -0.04967581936720851, 0.6484226273340586]","[-0.2622281732699788, -0.11983388660170258, 0.7209568909888368]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07957510695656718, 0.03198894476932987, 0.53168857494748]","[0.15157163229853693, 0.06093132336927555, 0.7051210951380732]","[0.2635313149072077, 0.2297333320869071, 0.7605368990486755]","[0.32596709124735707, 0.39334939899676324, 0.8560148885632877]","[0.4083475010387812, 0.44722180452567317, 0.8324199313663413]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18829810151040616, 0.0551521683821352, 0.26515306759575674]","[-0.3586630504957637, 0.10505174930020192, 0.19743441446814475]","[-0.3802864212226336, -0.02728158891894738, 0.3590522273297986]","[-0.455014653217674, -0.16248448865524037, 0.4852281253681854]","[-0.3684029933791526, -0.21234605960535682, 0.46917402550544696]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.20525104199043778, 0.04395647127143232, 0.34631176640912187]","[-0.39095436569587594, 0.08372661194649483, 0.35202241220789054]","[-0.29927388347092687, 0.272650686535679, 0.3535661802024985]","[-0.16585883780007138, 0.4192831447902741, 0.33156986744653905]","[-0.20680347487127726, 0.50875122850812, 0.3078108966993927]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.14491559920231112, -0.1519339932210011, 0.3360590849088153]","[0.27602971276563426, -0.2893980823263591, 0.33249349506444936]","[0.22085243384137354, -0.38525084834678014, 0.15397818721453763]","[0.1727411458304224, -0.5256609368546549, 0.0207310446142622]","[0.11310756426423821, -0.49991640358604145, -0.05689978016797567]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.018576614814011325, 0.014177222426745522, 0.5486957492291458]","[-0.035384028217759926, 0.027004233193085148, 0.7375157128174161]","[-0.2012020709226231, -0.10134973763234073, 0.7261299810941626]","[-0.36171109869813134, -0.19889567908076264, 0.6590022572425209]","[-0.42794777505445164, -0.2005333647623627, 0.7355235659798678]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19861376521564136, 0.01725190042857538, 0.4059920010188248]","[0.3783119337440106, 0.03286076272202386, 0.46569904955962926]","[0.3491850781363519, -0.07878118890392963, 0.29023480556798614]","[0.30893798047065574, -0.22857174487167173, 0.16482567323559738]","[0.3864010159125016, -0.21917410058523415, 0.1003535674688325]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10251299988357127, 0.03770021010396199, 0.5193593571938415]","[0.19526285692079845, 0.07180992400843149, 0.681636870845392]","[0.22701440688752783, 0.27877285815178193, 0.6655687979837995]","[0.29304696525832996, 0.46401611488143013, 0.6988723574211965]","[0.269197690518485, 0.5455787769431659, 0.6438793192091965]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.09398472934329123, 0.1874370373217103, 0.3515856674528515]","[-0.17901853208162688, 0.3570229282322442, 0.36206793800547066]","[-0.29436144658849006, 0.5323872033353151, 0.3686545221457464]","[-0.34903973027406887, 0.7241400216182035, 0.3635917191899769]","[-0.42655072725242316, 0.7081449130743052, 0.3004910706189009]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1430451057214347, -0.14887251179796046, 0.37840667858731974]","[-0.2724668680401621, -0.28356668913962213, 0.41315557826152294]","[-0.4560515682690589, -0.1862146157097168, 0.44347441136513066]","[-0.6507240604449194, -0.15167816559488567, 0.4698248269881389]","[-0.6462410346748519, -0.08374589806317229, 0.39492089179148415]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.045838355016067873, 0.00961893493153107, 0.5447103351084256]","[-0.0873111524113293, 0.018321780822866597, 0.7299244478255813]","[-0.2423208257062488, 0.11179719516812342, 0.6234615524207272]","[-0.3865517673437401, 0.14809721637264206, 0.49055469054025824]","[-0.4105818489854464, 0.24372956462373874, 0.46769645035703544]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.011390411197462223, -0.10032475904293936, 0.5241336505251795]","[0.02169602132757119, -0.191094779129479, 0.6907307629051225]","[-0.1693167714499899, -0.10403350101677591, 0.6965999066841633]","[-0.367336430222095, -0.0804752726920564, 0.7008087804028073]","[-0.36944973216430144, -0.01130324096882901, 0.6269423199340539]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0687492125414011, -0.19814131517236488, 0.35065668788615023]","[0.1309508810321198, -0.3774120288994396, 0.3602984531164374]","[0.009765844241253707, -0.5427008765309493, 0.31454057175547456]","[-0.07121237445936968, -0.7249813322525153, 0.3154644537892395]","[-0.08323283102009854, -0.7491000288854722, 0.2178976197891604]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08662731380761232, -0.052548428361855366, 0.5239412166404702]","[-0.16500440725214183, -0.1000922444995854, 0.6903642221723053]","[-0.21379768371045174, -0.06365878340514528, 0.8913413827780391]","[-0.2283690972862271, 0.022257294667021685, 1.070758749370855]","[-0.3281332512507559, 0.00888347860497489, 1.0814238620135015]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.20283999490450785, 0.01749010026927647, 0.3914784698656622]","[-0.38636189505611584, 0.03331447670430979, 0.43805422831558516]","[-0.33333129382785637, 0.08663155151251731, 0.6341283083651047]","[-0.3048662262808593, 0.19145249511141407, 0.8014208656191015]","[-0.3613665919357631, 0.11136250317940638, 0.8266951979187512]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17837749466095537, 0.05234232039812128, 0.24231811378857773]","[-0.33976665649681353, 0.0996996579020813, 0.15393926435923047]","[-0.5306852079901336, 0.04346102294165404, 0.08695178318938643]","[-0.6969515307455493, -0.061442486794941784, 0.0532582591478742]","[-0.7055016765092273, 0.02848767081160203, 0.0989195311437577]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.0948330302854051, 0.012509750391152197, 0.5269497325808159]","[0.18063434340068463, 0.023828095984073996, 0.6960947287253456]","[0.12403471014904757, -0.10742427299249595, 0.8499430213834653]","[0.10346456761016685, -0.19241556300097057, 1.029213319700352]","[0.12620306475300797, -0.2863010172140073, 0.9989813459821716]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.00458730362041429, -0.2098959178872403, 0.33523971641947614]","[0.008737721180811286, -0.39980174835666943, 0.33093279317999397]","[0.11464865416282335, -0.5787294748334955, 0.3014753158149197]","[0.24145473860157607, -0.7148080507215115, 0.22945220748431927]","[0.26420944824214565, -0.7115898249203794, 0.3280288589382325]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18063350133911366, -0.0897699645919584, 0.28158004064422015]","[-0.34406381207492603, -0.1709904087457593, 0.22872388694140952]","[-0.3148065345431723, -0.33803885468344824, 0.3525739108462637]","[-0.24369293612119325, -0.4599251273728251, 0.4935387385493768]","[-0.2640785700227249, -0.5589794395422193, 0.49780009644104994]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.017622932214023015, -0.10459482227062555, 0.5212439113856138]","[0.03356748993054938, -0.1992282328965508, 0.6852264978773795]","[0.17742421227254082, -0.25201505956625053, 0.8288189571750817]","[0.28452757585061855, -0.3558722305026802, 0.9612087134077423]","[0.37782988697934855, -0.329827941099937, 0.9318511977168019]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.001305080016516899, -0.12715591642323032, 0.5071217211637044]","[0.0024858666990580786, -0.2422017455680795, 0.6583270879308417]","[0.006343722048723188, -0.36153625744582696, 0.8310823808367344]","[0.005894081600307743, -0.41970915069842646, 1.0218707513263656]","[0.08129711716332069, -0.44413594926379274, 0.9589167701994344]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.010831300928234835, -0.03574181725916714, 0.5466523782084646]","[0.020631049386212474, -0.06807965192245591, 0.7336235775399397]","[0.05906554216969172, -0.13193681951201117, 0.9299525155799446]","[0.11457276771501446, -0.1343910287550431, 1.121518208670467]","[0.07724079057406233, -0.20317152003852243, 1.1857136719178853]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17442070074932994, -0.08177290151523495, 0.25639012182826504]","[-0.33222990618960896, -0.15575790764723085, 0.18074308919673135]","[-0.4340344619600579, -0.26791707009362087, 0.03529153470622136]","[-0.5630790337948469, -0.39142161055618785, -0.053470038990430346]","[-0.5875429056999347, -0.3691802866508576, -0.14913786264263654]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13923809432541887, 0.1301487598067487, 0.2518294073435423]","[0.26521541776335006, 0.2479023996312339, 0.17205601398773537]","[0.3943438014130261, 0.38523703875068094, 0.07950841848167549]","[0.5544214457822331, 0.4669869399599328, -0.006958866808677466]","[0.4912422595092163, 0.4941644808072767, -0.08122367472851502]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.04261655037891819, -0.07621151421726008, 0.530985954285946]","[-0.0811743816749245, -0.1451647889847721, 0.703782770068485]","[-0.19521610604346795, -0.3082337574180126, 0.7708871412909916]","[-0.31315914436206294, -0.4248342194002809, 0.8816944604432032]","[-0.28802532184299623, -0.5227188078238676, 0.8760033871942386]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.122026538441806, -0.16382015725032656, 0.38870811015004314]","[-0.23243150179465683, -0.3120383947619637, 0.43277735266678696]","[-0.39479945144672496, -0.35688136636166923, 0.5581797323247962]","[-0.5245782605959827, -0.35329566587952377, 0.7096032887744216]","[-0.5488891649462118, -0.4484309904775452, 0.7341744088812293]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14345824997260745, 0.07028907613430092, 0.47630545216895503]","[-0.27325380947206557, 0.13388395454070143, 0.5996294327027416]","[-0.3592780760118866, 0.3044273526079754, 0.5123667548733674]","[-0.4039374470369218, 0.4941281025475411, 0.46989728287271026]","[-0.4232357781776766, 0.509327028315967, 0.37170330611920643]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17096015986047614, 0.0560379467848342, 0.44831607572572285]","[-0.3256383997339312, 0.10673894625770483, 0.5463163347156962]","[-0.2827379841798065, 0.30795633800433875, 0.5042317103979589]","[-0.22278962871481645, 0.47407922525063184, 0.4115285766321656]","[-0.2584354993279306, 0.5648284544802153, 0.43872120987114493]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.026718728005155776, 0.18526442758545078, 0.24479915207719125]","[0.05089281524883915, 0.35288462397217213, 0.1586650515756374]","[-0.030815779098986668, 0.5021099246940911, 0.035557313256085604]","[-0.1600230052858834, 0.6133008993274578, -0.06801174515988204]","[-0.1281430345260534, 0.704192499476542, -0.036901063928328176]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.1134002866527721, -0.17486443452922432, 0.3142550097330809]","[0.21600054600450222, -0.333075113389509, 0.29096192330114545]","[0.18381368859082536, -0.540268484087149, 0.3025771438665048]","[0.21439215874641981, -0.7366447317127915, 0.31948325315917736]","[0.14082235597109288, -0.7738990292056631, 0.3781781544531748]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.124363912159212, 0.09084636989442638, 0.48276047922818444]","[-0.23688364220859323, 0.17304070456007667, 0.6119247223393702]","[-0.17443197493353899, 0.03341160588992774, 0.7558118449707154]","[-0.1000471020852408, -0.13047658781752886, 0.8417888224393941]","[-0.05951876361109574, -0.12176901060860926, 0.9341312389102437]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.06991984746081137, 0.13187479152428352, 0.4877168043639031]","[0.13318066183092592, 0.2511900790934132, 0.6213653416455578]","[-0.06627880532685651, 0.257064059710444, 0.6867978818136137]","[-0.22783245360265014, 0.2619856877483369, 0.8036768204905104]","[-0.3191599344371442, 0.23477664018035413, 0.769552797063189]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05700784608738303, -0.1734054257500619, 0.4438299754642995]","[-0.10858637349889948, -0.330296049048046, 0.5377713818367267]","[-0.2421997780188273, -0.49067383047496455, 0.5607153430721741]","[-0.37464614796285, -0.6180110682309307, 0.6383534585138282]","[-0.3300083457290621, -0.7041729711020146, 0.6095596552677975]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.10373893442687399, -0.162969689129153, 0.4223353745915083]","[-0.19759797033612625, -0.3104184554846135, 0.49682928493616996]","[-0.020670297936149384, -0.4235012468218505, 0.49980939273713154]","[0.10770442215736956, -0.5757728740805746, 0.48895707626133567]","[0.11088900939005314, -0.5282669013492337, 0.5782796991460589]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.013079215003855896, 0.05757326371719946, 0.5415297830094419]","[-0.024912790484450664, 0.10966335946116296, 0.7238662533513066]","[0.11318904172318789, 0.2589664410972199, 0.6715549376072908]","[0.2700754347369038, 0.3533742739232284, 0.592445451524759]","[0.2809922816504079, 0.3759003876763459, 0.6905213744245652]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08587711690440059, -0.07108364316955584, 0.517966953297322]","[-0.16357546076971927, -0.13539741556179669, 0.678984672947259]","[-0.011176327616463713, -0.19756038846554363, 0.8094080949768327]","[0.09859394794912943, -0.30707992658744815, 0.9348690346027516]","[0.14944023407535345, -0.276220790384902, 0.8529675150808108]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17603957255332064, 0.07456722775816371, 0.2531104296264143]","[-0.3353134715304824, 0.14203281477659166, 0.1744960564312295]","[-0.27403056929230935, 0.22672391538386247, 0.35662739193172943]","[-0.24385738019229974, 0.3561522640972227, 0.5053633028909456]","[-0.16635192376424743, 0.3096287386705111, 0.4598225979584416]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1166603122301956, -0.1729203040147423, 0.364268086241036]","[-0.22221011853293715, -0.3293720076476523, 0.3862249261733629]","[-0.32240432952031517, -0.5094159242993173, 0.4267873245411252]","[-0.396898277122988, -0.693584478723972, 0.40898043453463506]","[-0.45121894238716986, -0.7419738136859952, 0.4793596046575471]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.17572881464288023, -0.07986847807873015, 0.2572932293364343]","[0.334721551701095, -0.1521304344348231, 0.18246329397412442]","[0.47458701398694436, -0.30730287945548457, 0.1610351637272849]","[0.5589599499664026, -0.4880199629693953, 0.1583831078394141]","[0.6274062553178625, -0.4434257607099115, 0.21814890414946891]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05691365666806285, -0.18899363241395878, 0.26829056832154297]","[0.10840696508113748, -0.35998787126496445, 0.20341060632678543]","[0.14631945834906057, -0.5531180983341526, 0.13017565397196004]","[0.1775533614259474, -0.7498750957386162, 0.12039724556549891]","[0.2385464102653918, -0.7816005013553802, 0.04610837269936277]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18100204679718343, 0.04442472849458465, 0.2432286067403561]","[-0.34476580342341084, 0.08461853046496776, 0.15567353664826247]","[-0.43136981339368413, 0.19346265086104003, -0.001656380761854065]","[-0.4547303860668517, 0.31131853055230974, -0.1608693364739401]","[-0.5388632225910902, 0.31096900576292397, -0.2171457405062466]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1524821153587969, -0.04135429313760847, 0.47834387205364504]","[-0.29044212449272794, -0.07877008216777798, 0.6035121372450086]","[-0.467888649773655, -0.16255211802537572, 0.6783005129011325]","[-0.6445988007368698, -0.18424795503352587, 0.7682299474766573]","[-0.7061141815618033, -0.2613034498553532, 0.7453432998469415]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05535300324981824, -0.024665271025152865, 0.5410663309370353]","[0.10543429190400268, -0.046981468620173314, 0.722983487499126]","[0.16819700395632797, -0.15394600158491295, 0.8924515690468678]","[0.24680403498697187, -0.19952685035334156, 1.070012293583847]","[0.2039163534082048, -0.27666805946851813, 1.119563990073946]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.048890586056938135, 0.08735527538495441, 0.52460435113352]","[-0.09312492582191055, 0.16639100073367075, 0.6916273354924377]","[0.024884518128933872, 0.3257695787668636, 0.6225459342144526]","[0.11336021672265037, 0.5038532524932019, 0.6069656290029075]","[0.19032302495057665, 0.43811801769541137, 0.605919179887666]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.013220258263314688, -0.20297561881763304, 0.2877877127770657]","[0.025181444310147905, -0.3866202263193713, 0.240548024337306]","[0.06079924906413964, -0.5881268262302646, 0.19336262217882394]","[0.1511032615099367, -0.7640257903078084, 0.16710943622670812]","[0.06976139497363254, -0.7542910042597109, 0.22655878179911845]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1754565304409066, 0.10820847617224426, 0.29992592346516184]","[-0.3342029151260184, 0.20611138318443142, 0.2636684256478888]","[-0.16973101780578995, 0.3075067431463643, 0.18140071649007702]","[0.012614366407444969, 0.348899014440453, 0.11196491352615714]","[0.0018161196413739172, 0.4217775829701055, 0.18137386191069754]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.016909257984881895, -0.10514892123495287, 0.5209911085040543]","[-0.03220811044648088, -0.20028365949532953, 0.6847449685791313]","[0.1346755614398885, -0.09931047592427938, 0.7625540699571167]","[0.28555057590026633, -0.044884919673533405, 0.8811250564520335]","[0.35740622303938874, 0.021808667756089112, 0.8559413043490364]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0024599325282233034, -0.07335304527270117, 0.5367569045324144]","[-0.0046855857689729885, -0.13972008623364857, 0.7147750562522316]","[0.1738822024789148, -0.1879935429645602, 0.615360679145566]","[0.36715645205662023, -0.21584408922334072, 0.5746924910464835]","[0.37682144363765663, -0.30116989467315597, 0.5211053203609661]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04000720859238805, 0.036889126070410325, 0.5428265654158906]","[0.07620420684324661, 0.07026500203816716, 0.726336315077897]","[0.26441377009427297, 0.0432798033028473, 0.8154932517125367]","[0.4402310243534805, -0.03475470786329879, 0.8682511721777498]","[0.46434697819999327, -0.013507384625384589, 0.9642327434573266]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1653787378524342, -0.09140162321910775, 0.24837240405179173]","[-0.3150071197184571, -0.1740983299419636, 0.1654712458129013]","[-0.40936575049003654, -0.13433299870705803, 0.3488156409568244]","[-0.5476796884459655, -0.09115870037486648, 0.48589125706211966]","[-0.49442941136736596, -0.17680438788110459, 0.49453499483210084]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.023766415625480736, -0.010596431907350167, 0.5483815565714725]","[0.04526936309656826, -0.020183679822690263, 0.7369172506123236]","[0.11176539133823657, -0.08475522200816688, 0.9253550232797813]","[0.16867728091483125, -0.20085955309339987, 1.0772277039306217]","[0.24304085018401553, -0.15866201049195203, 1.1314025778478372]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07517556627764815, -0.029155509880339193, 0.5339035597364121]","[0.1431915548141977, -0.055534304534833656, 0.7093401137836574]","[0.24050929604315546, -0.04101985429151351, 0.8948625867518342]","[0.2981519608014656, 0.023270573782746357, 1.074664016272262]","[0.2782355330481844, -0.06907632682902204, 1.1110078720521397]"
